Course ID,Dept Cd,Major Disproportionate Impact,URM Disproportionate Impact,First Gen Disproportionate Impact, Gender Disproportionate Impact,Transfer Disproportionate Impact,N,N Qtrs w/Enrollment,Count of DFW Grades,% DFW,Avg. End Waitlist Count/Qtr,Avg. N Students Affected/Offering,N Courses Blocked ,Max. Complexity,Impact Index 
MGT128R,ECON,,,,,,68,3,0,0%,5,5,,,2
MGT128R,INTL,,,,,,110,3,0,0%,5,5,,,2
MGT128R,PSYC,,,,,,21,3,0,0%,5,5,,,2
MGT131A,ECON,,Y,,,Y,303,9,108,36%,0,12,,,2
MGT131A,INTL,,Y,,,,188,9,76,40%,0,8,,,1
MGT131A,MATH,,Y,,,,24,8,5,21%,0,1,,,1
MGT131B,ECON,,,,,,152,6,19,13%,0,3,,,1
MGT131B,INTL,,,,,,67,6,19,28%,0,3,,,1
MGT132,ECON,,,,,,171,6,2,1%,0,0,,,0
MGT132,INTL,,,,,,68,6,4,6%,0,1,,,0
MGT134,ECON,,,,,,52,3,5,10%,0,2,,,1
MGT134,INTL,,,,,,28,3,5,18%,0,2,,,1
MGT135,ECON,,,,,,161,6,1,1%,3,3,,,1
MGT135,INTL,,,,,,59,6,0,0%,3,3,,,1
MGT136,ECON,,,,,,151,5,1,1%,0,0,,,0
MGT136,INTL,,,,,,69,5,3,4%,0,1,,,0
MGT137,ECON,,,,,,127,3,0,0%,9,9,,,3
MGT137,INTL,,,,,,67,3,0,0%,9,9,,,3
MGT139,ECON,,,,,,28,3,0,0%,0,0,,,0
MGT147,ECON,,,,,,58,3,3,5%,0,1,,,0
MGT147,INTL,,,,,,23,3,1,4%,0,0,,,0
MGT148,ECON,,,,,,33,2,2,6%,0,1,,,1
MGT151R,ECON,,,,,,60,2,1,2%,11,12,,,6
MGT151R,PSYC,,,,,,58,2,3,5%,11,13,,,6
MGT153,No major,,,,,,20,7,3,15%,7,7,,,1
MGT153,COGS,,,,,,196,9,4,2%,7,7,,,1
MGT153,DSC,,,,,,297,9,1,0%,7,7,,,1
MGT153,ECON,,,,,,218,9,9,4%,7,8,,,1
MGT153,INTL,Y,,,,Y,125,9,17,14%,7,9,,,1
MGT153,MATH,,,,,,89,9,2,2%,7,7,,,1
MGT153,PSYC,,,,,,288,9,17,6%,7,9,,,1
MGT158,ECON,,,,,,52,2,0,0%,4,4,,,2
MGT158,INTL,,,,,,23,2,0,0%,4,4,,,2
MGT158,USP,,,,,,27,2,1,4%,4,5,,,2
MGT16,BIOL,,,,,,215,9,5,2%,15,16,,,2
MGT16,CENG,,,,,,26,9,0,0%,15,15,,,2
MGT16,CHEM,,,,,,48,9,2,4%,15,15,,,2
MGT16,COGS,,,,,,97,9,3,3%,15,15,,,2
MGT16,COMM,,,,,,89,9,4,4%,15,15,,,2
MGT16,CSE,,,,,,66,9,1,2%,15,15,,,2
MGT16,DSC,,,,,,67,9,2,3%,15,15,,,2
MGT16,ECE,,,,,,39,9,5,13%,15,16,,,2
MGT16,ECON,,,,,,2146,9,120,6%,15,28,0.0,1.0,3
MGT16,INTL,,,,,,156,9,13,8%,15,16,,,2
MGT16,MAE,,,,,,63,9,5,8%,15,16,,,2
MGT16,MATH,,,,,,161,9,7,4%,15,16,,,2
MGT16,POLI,,,,,,110,9,8,7%,15,16,,,2
MGT16,PSYC,,,,,,618,9,39,6%,15,19,0.0,1.0,2
MGT16,SE,,,,,,29,9,1,3%,15,15,,,2
MGT16,SOC,,,,,,35,9,2,6%,15,15,,,2
MGT16,SPH,,,,,,23,8,0,0%,15,15,,,2
MGT16,UNAF,,,,,,78,9,2,3%,15,15,,,2
MGT16,USP,,,,,,38,9,1,3%,15,15,,,2
MGT16,VIS,,,,,,47,9,6,13%,15,16,,,2
MGT160,ECON,,,,,,932,5,9,1%,10,12,0.0,5.0,12
MGT162,No major,,,,,,23,5,1,4%,9,9,,,2
MGT162,COGS,,,,,,24,5,0,0%,9,9,,,2
MGT162,ECON,,,,,,479,5,5,1%,9,10,0.0,1.0,2
MGT162,INTL,,,,,,104,5,3,3%,9,10,,,2
MGT162,MATH,,,,,,21,4,0,0%,9,9,,,2
MGT162,POLI,,,,,,22,5,1,5%,9,9,,,2
MGT162,PSYC,,,,,,92,5,2,2%,9,9,,,2
MGT162,USP,,,,,,25,3,0,0%,9,9,,,3
MGT162R,BIOL,,,,,,33,6,2,6%,15,15,,,3
MGT162R,COGS,,,,,,29,6,2,7%,15,15,,,3
MGT162R,COMM,,,,,,20,6,0,0%,15,15,,,3
MGT162R,DSC,,,,,,22,6,0,0%,15,15,,,3
MGT162R,ECE,,,,,,21,6,1,5%,15,15,,,3
MGT162R,ECON,,,,,,663,6,13,2%,15,17,,,3
MGT162R,INTL,,,,,,105,6,3,3%,15,16,,,3
MGT162R,MATH,,,,,,41,6,0,0%,15,15,,,3
MGT162R,POLI,,,,,,27,6,0,0%,15,15,,,3
MGT162R,PSYC,,,,,,98,6,0,0%,15,15,,,3
MGT162R,USP,,,,,,54,6,2,4%,15,15,,,3
MGT164,BIOL,,,,,,30,9,0,0%,9,9,,,1
MGT164,COGS,,,,,,25,9,1,4%,9,9,,,1
MGT164,COMM,,,,,,32,8,3,9%,9,9,,,1
MGT164,CSE,,,,,,45,9,3,7%,9,9,,,1
MGT164,ECON,,,,,,1223,9,69,6%,9,17,0.0,1.0,2
MGT164,INTL,,,,,,1017,9,69,7%,9,17,0.0,1.0,2
MGT164,MAE,,,,,,39,9,4,10%,9,9,,,1
MGT164,MATH,,,,,,38,8,2,5%,9,9,,,1
MGT164,POLI,,,,,,26,8,1,4%,9,9,,,1
MGT164,PSYC,,,,,,219,9,11,5%,9,10,,,1
MGT164,USP,,,,,,43,8,2,5%,9,9,,,1
MGT166,BIOL,,,,,,34,9,1,3%,8,8,,,1
MGT166,COGS,,,,,,23,9,0,0%,8,8,,,1
MGT166,COMM,,,,,,30,9,4,13%,8,8,,,1
MGT166,CSE,,,,,,42,9,2,5%,8,8,,,1
MGT166,ECON,,,,,,127,9,8,6%,8,9,,,1
MGT166,INTL,,,,,,1122,9,78,7%,8,17,0.0,1.0,2
MGT166,MATH,,,,,,30,8,1,3%,8,8,,,1
MGT166,POLI,,,,,,31,9,2,6%,8,8,,,1
MGT166,PSYC,,,,,,37,9,1,3%,8,8,,,1
MGT166,USP,,,,,,23,9,0,0%,8,8,,,1
MGT167,CSE,,,,,,26,7,1,4%,4,4,,,1
MGT167,ECON,,,,,,105,7,1,1%,4,4,,,1
MGT167,INTL,,,,,,343,7,16,5%,4,6,,,1
MGT167,PSYC,,,,,,85,7,2,2%,4,4,,,1
MGT171,BIOL,,,,,,24,5,1,4%,4,4,,,1
MGT171,CSE,,,,,,21,6,1,5%,4,4,,,1
MGT171,ECON,,,,,,73,6,3,4%,4,5,,,1
MGT171,INTL,,,,,,138,6,18,13%,4,7,,,1
MGT171,PSYC,,,,,,72,6,4,6%,4,5,,,1
MGT171R,BIOL,,,,,,28,3,0,0%,6,6,,,2
MGT171R,ECON,,,,,,39,3,1,3%,6,6,,,2
MGT171R,INTL,,,,,,58,3,4,7%,6,7,,,2
MGT171R,PSYC,,,,,,22,3,0,0%,6,6,,,2
MGT172,No major,,,,,,54,9,0,0%,4,4,,,0
MGT172,BIOL,,,,,,51,9,1,2%,4,4,,,0
MGT172,COGS,,,,,,56,9,1,2%,4,4,,,0
MGT172,COMM,,,,,,23,9,1,4%,4,4,,,0
MGT172,CSE,,,,,,178,9,2,1%,4,4,,,0
MGT172,DSC,,,,,,25,9,1,4%,4,4,,,0
MGT172,ECE,,,,,,74,9,2,3%,4,4,,,0
MGT172,ECON,,,,,,506,9,7,1%,4,5,,,1
MGT172,INTL,,,,,,660,9,25,4%,4,7,,,1
MGT172,MAE,,,,,,252,9,4,2%,4,4,,,0
MGT172,MATH,,,,,,46,9,2,4%,4,4,,,0
MGT172,POLI,,,,,,32,9,3,9%,4,4,,,0
MGT172,PSYC,,,,,,236,9,6,3%,4,5,,,1
MGT172,USP,,,,,,169,9,5,3%,4,5,0.0,1.0,1
MGT172R,ECON,,,,,,74,2,3,4%,0,2,,,1
MGT172R,INTL,,,,,,64,2,2,3%,0,1,,,1
MGT173,BIOL,,,,,,165,9,2,1%,3,3,,,0
MGT173,ECON,,,,,,48,9,0,0%,3,3,,,0
MGT173,GLBH,,,,,,367,9,10,3%,3,4,,,0
MGT173,INTL,,,,,,182,9,2,1%,3,3,,,0
MGT173,PSYC,,,,,,65,9,0,0%,3,3,,,0
MGT173,SPH,,,,,,148,9,0,0%,3,3,,,0
MGT175,CSE,,,,,,23,6,0,0%,4,4,,,1
MGT175,ECON,,,,,,186,9,9,5%,4,5,,,1
MGT175,INTL,,,,,,353,9,29,8%,4,7,,,1
MGT175,PSYC,,,,,,55,9,9,16%,4,5,,,1
MGT176,ECON,,,,,,61,3,1,2%,0,0,,,0
MGT176,INTL,,,,,,34,3,0,0%,0,0,,,0
MGT18,BENG,,,,,,28,9,2,7%,1,1,,,0
MGT18,BIOL,,,,,,238,9,7,3%,1,2,,,0
MGT18,CENG,,,,,,34,8,1,3%,1,1,,,0
MGT18,CHEM,,,,,,80,9,1,1%,1,1,,,0
MGT18,COGS,,,,,,163,9,6,4%,1,2,,,0
MGT18,COMM,,,,,,54,9,3,6%,1,1,,,0
MGT18,CSE,,,,,,115,9,2,2%,1,1,,,0
MGT18,DSC,,,,,,74,9,1,1%,1,1,,,0
MGT18,ECE,,,,,,106,9,7,7%,1,2,,,0
MGT18,ECON,,,,,,471,9,26,6%,1,4,,,0
MGT18,INTL,,,,,,263,9,14,5%,1,3,,,0
MGT18,MAE,,,,,,118,9,3,3%,1,1,,,0
MGT18,MATH,,,,,,204,9,7,3%,1,2,,,0
MGT18,PHYS,,,,,,21,7,0,0%,1,1,,,0
MGT18,POLI,,,,,,72,9,3,4%,1,1,,,0
MGT18,PSYC,,,,,,644,9,19,3%,1,3,0.0,1.0,0
MGT18,SE,,,,,,58,8,0,0%,1,1,,,0
MGT18,SIO,,,,,,21,8,2,10%,1,1,,,0
MGT18,SPH,,,,,,30,9,2,7%,1,1,,,0
MGT18,UNAF,,,,,,88,9,3,3%,1,1,,,0
MGT18,USP,,,,,,29,9,0,0%,1,1,,,0
MGT18,VIS,,,,,,52,9,6,12%,1,2,,,0
MGT180,DSC,,,,,,31,4,1,3%,15,15,,,4
MGT180,ECON,,,,,,769,4,19,2%,15,20,0.0,5.0,25
MGT180,MATH,,,,,,42,4,1,2%,15,15,,,4
MGT180R,ECON,,,,,,250,1,7,3%,13,20,,,20
MGT180R,MATH,,,,,,23,1,1,4%,13,14,,,14
MGT181,No major,,,,,,44,8,1,2%,6,6,,,1
MGT181,BIOL,,,,,,99,9,0,0%,6,6,,,1
MGT181,COGS,,,,,,65,9,3,5%,6,6,,,1
MGT181,COMM,,,,,,41,9,3,7%,6,6,,,1
MGT181,CSE,,,,,,48,9,0,0%,6,6,,,1
MGT181,DSC,,,,,,29,9,0,0%,6,6,,,1
MGT181,ECE,,,,,,20,8,1,5%,6,6,,,1
MGT181,ECON,,,,,,391,9,8,2%,6,7,,,1
MGT181,INTL,,,,,,682,9,39,6%,6,10,1.0,4.0,5
MGT181,MAE,,,,,,26,9,1,4%,6,6,,,1
MGT181,MATH,,,,,,91,9,1,1%,6,6,,,1
MGT181,POLI,,,,,,36,9,1,3%,6,6,,,1
MGT181,PSYC,,,,,,59,9,4,7%,6,6,,,1
MGT181,USP,,,,,,71,9,8,11%,6,7,,,1
MGT183,ECON,,,,,,123,4,2,2%,6,7,,,2
MGT183,INTL,,,,,,92,4,2,2%,6,7,,,2
MGT184,ECON,,,,,,94,3,1,1%,4,4,,,1
MGT184,INTL,,,,,,72,3,2,3%,4,5,,,2
MGT185,No major,,,,,,33,6,2,6%,2,2,,,0
MGT185,ECON,,,,,,142,6,11,8%,2,4,,,1
MGT185,INTL,,,,,,91,6,13,14%,2,4,,,1
MGT185,MATH,,,,,,21,6,2,10%,2,2,,,0
MGT187,No major,,,,,,36,8,2,6%,6,6,,,1
MGT187,BIOL,,,,,,20,7,0,0%,6,6,,,1
MGT187,COGS,,,,,,23,9,0,0%,6,6,,,1
MGT187,COMM,,,,,,26,8,0,0%,6,6,,,1
MGT187,ECON,,,,,,343,9,5,1%,6,7,,,1
MGT187,INTL,,,,,,368,9,9,2%,6,7,,,1
MGT187,MATH,,,,,,65,9,1,2%,6,6,,,1
MGT187,PSYC,,,,,,34,9,0,0%,6,6,,,1
MGT187,USP,,,,,,21,8,0,0%,6,6,,,1
MGT189,ECON,,,,,,254,6,5,2%,3,4,,,1
MGT189,INTL,,,,,,58,6,2,3%,3,3,,,1
MGT189,MATH,,,,,,28,6,1,4%,3,3,,,1
MGT3,COMM,,Y,Y,,,37,9,7,19%,1,2,,,0
MGT3,ECON,,Y,Y,,,104,9,27,26%,1,4,,,1
MGT3,INTL,,Y,Y,,,73,9,21,29%,1,3,,,1
MGT3,MATH,,Y,Y,,,49,9,7,14%,1,2,,,0
MGT3,POLI,,Y,Y,,,36,9,10,28%,1,2,,,1
MGT3,PSYC,,Y,Y,,,40,9,16,40%,1,3,,,1
MGT3,USP,,Y,Y,,,76,9,22,29%,1,3,,,1
MGT3,VIS,,Y,Y,,,38,9,10,26%,1,2,,,1
MGT4,INTL,,,,,,52,8,4,8%,6,7,2.0,5.0,4
MGT45,BIOL,,Y,Y,,,143,9,9,6%,11,12,,,2
MGT45,CHEM,,Y,Y,,,25,9,3,12%,11,11,,,2
MGT45,COGS,,Y,Y,,,61,9,6,10%,11,12,,,2
MGT45,COMM,Y,Y,Y,,,44,9,12,27%,11,12,,,2
MGT45,CSE,,Y,Y,,,65,9,2,3%,11,11,,,2
MGT45,DSC,,Y,Y,,,80,9,4,5%,11,11,,,2
MGT45,ECE,,Y,Y,,,26,9,2,8%,11,11,,,2
MGT45,ECON,,Y,Y,,,1140,9,139,12%,11,26,0.0,1.0,3
MGT45,INTL,,Y,Y,,,38,9,6,16%,11,12,,,2
MGT45,MAE,,Y,Y,,,39,9,5,13%,11,12,,,2
MGT45,MATH,,Y,Y,,,175,9,5,3%,11,12,,,2
MGT45,POLI,,Y,Y,,,58,9,7,12%,11,12,,,2
MGT45,PSYC,,Y,Y,,,100,9,5,5%,11,12,,,2
MGT45,SE,,Y,Y,,,26,9,4,15%,11,11,,,2
MGT45,SPH,,Y,Y,,,21,8,1,5%,11,11,,,2
MGT45,UNAF,,Y,Y,,,30,7,3,10%,11,11,,,2
MGT45,USP,,Y,Y,,,129,9,24,19%,11,14,,,2
MGT5,No major,,Y,Y,,,32,9,3,9%,1,1,,,5
MGT5,BIOL,,Y,Y,,,20,9,5,25%,1,2,,,5
MGT5,ECON,,Y,Y,,,473,9,91,19%,1,11,,,6
MGT5,INTL,Y,Y,Y,,,748,9,242,32%,1,28,2.0,5.0,20
MGT5,MATH,,Y,Y,,,56,9,4,7%,1,1,,,5
MGT5,PSYC,,Y,Y,,,28,9,3,11%,1,1,,,5
MGT5,USP,Y,Y,Y,,,67,9,26,39%,1,4,0.0,1.0,5
MGT52,ECON,,,,,,33,6,2,6%,1,1,,,0
MGT52,PSYC,,,,,,402,6,7,2%,1,2,,,0
MGT71,ECON,,,,,,682,8,28,4%,12,16,0.0,1.0,2
MGT71,INTL,,,,,,33,8,2,6%,12,12,,,2
MGT71R,ECON,,,,,,320,3,3,1%,14,15,,,5
MMW11,ANTH,,,,,,47,3,1,2%,5,5,,,2
MMW11,BIOL,,,,,,370,3,11,3%,5,9,,,3
MMW11,CENG,,,,,,39,2,0,0%,5,5,,,3
MMW11,CHEM,,,,,,111,3,2,2%,5,6,,,2
MMW11,COGS,,,,,,107,3,5,5%,5,7,,,2
MMW11,COMM,,,,,,24,3,0,0%,5,5,,,2
MMW11,CSE,,,,,,35,3,1,3%,5,5,,,2
MMW11,DSC,,,,,,49,3,2,4%,5,6,,,2
MMW11,ECE,,,,,,33,3,3,9%,5,6,,,2
MMW11,ECON,,,,,,207,3,8,4%,5,8,,,3
MMW11,ESYS,,,,,,28,3,0,0%,5,5,,,2
MMW11,GLBH,,,,,,32,3,0,0%,5,5,,,2
MMW11,HDS,,,,,,24,3,1,4%,5,5,,,2
MMW11,HIST,,,,,,39,3,0,0%,5,5,,,2
MMW11,INTL,,,,,,113,3,5,4%,5,7,,,2
MMW11,LING,,,,,,20,3,0,0%,5,5,,,2
MMW11,LIT,,,,,,35,3,4,11%,5,6,,,2
MMW11,MAE,,,,,,64,3,7,11%,5,7,,,2
MMW11,MATH,,,,,,123,3,8,7%,5,8,,,3
MMW11,PHYS,,,,,,27,3,1,4%,5,5,,,2
MMW11,POLI,,,,,,145,3,1,1%,5,5,,,2
MMW11,PSYC,,,,,,187,3,12,6%,5,9,,,3
MMW11,SE,,,,,,42,3,1,2%,5,5,,,2
MMW11,SIO,,,,,,28,2,0,0%,5,5,,,3
MMW11,SOC,,,,,,37,3,2,5%,5,6,,,2
MMW11,SPH,,,,,,33,3,2,6%,5,6,,,2
MMW11,UNAF,,,,,,182,3,9,5%,5,8,,,3
MMW11,USP,,,,,,32,3,3,9%,5,6,,,2
MMW11,VIS,,,,,,79,3,1,1%,5,5,,,2
MMW11R,BIOL,,,,,,81,1,1,1%,0,1,,,1
MMW11R,CHEM,,,,,,43,1,1,2%,0,1,,,1
MMW11R,COGS,,,,,,31,1,1,3%,0,1,,,1
MMW11R,ECON,,,,,,46,1,3,7%,0,3,,,3
MMW11R,INTL,,,,,,34,1,1,3%,0,1,,,1
MMW11R,MATH,,,,,,38,1,1,3%,0,1,,,1
MMW11R,POLI,,,,,,35,1,0,0%,0,0,,,0
MMW11R,PSYC,,,,,,48,1,3,6%,0,3,,,3
MMW11R,UNAF,,,,,,40,1,1,3%,0,1,,,1
MMW11R,VIS,,,,,,23,1,0,0%,0,0,,,0
MMW12,ANTH,,,,,,52,3,0,0%,2,2,,,1
MMW12,BENG,,,,,,24,3,2,8%,2,3,,,1
MMW12,BIOL,,,,,,447,3,11,2%,2,6,,,2
MMW12,CENG,,,,,,47,3,0,0%,2,2,,,1
MMW12,CHEM,,,,,,155,3,5,3%,2,4,,,1
MMW12,COGS,,,,,,156,3,2,1%,2,3,,,1
MMW12,COMM,,,,,,34,3,0,0%,2,2,,,1
MMW12,CSE,,,,,,44,3,2,5%,2,3,,,1
MMW12,DSC,,,,,,64,3,2,3%,2,3,,,1
MMW12,ECE,,,,,,52,3,6,12%,2,4,,,1
MMW12,ECON,,,,,,254,3,7,3%,2,4,,,1
MMW12,ESYS,,,,,,31,3,0,0%,2,2,,,1
MMW12,GLBH,,,,,,39,3,2,5%,2,3,,,1
MMW12,HDS,,,,,,25,3,0,0%,2,2,,,1
MMW12,HIST,,,,,,46,3,1,2%,2,2,,,1
MMW12,INTL,,,,,,151,3,9,6%,2,5,,,2
MMW12,LING,,,,,,28,3,0,0%,2,2,,,1
MMW12,LIT,,,,,,47,3,1,2%,2,2,,,1
MMW12,MAE,,,,,,71,3,7,10%,2,4,,,1
MMW12,MATH,,,,,,217,3,15,7%,2,7,,,2
MMW12,PHYS,,,,,,34,3,0,0%,2,2,,,1
MMW12,POLI,,,,,,180,3,6,3%,2,4,,,1
MMW12,PSYC,,,,,,239,3,7,3%,2,4,,,1
MMW12,SE,,,,,,51,3,0,0%,2,2,,,1
MMW12,SIO,,,,,,42,3,0,0%,2,2,,,1
MMW12,SOC,,,,,,50,3,2,4%,2,3,,,1
MMW12,SPH,,,,,,37,3,2,5%,2,3,,,1
MMW12,UNAF,,,,,,144,3,5,3%,2,4,,,1
MMW12,USP,,,,,,44,3,1,2%,2,2,,,1
MMW12,VIS,,,,,,105,3,5,5%,2,4,,,1
MMW121,BIOL,,,,,,67,2,3,4%,10,12,,,6
MMW121,COGS,,,,,,26,2,6,23%,10,13,,,7
MMW121,COMM,,,,,,46,2,3,7%,10,12,,,6
MMW121,ECON,,,,,,108,2,12,11%,10,16,,,8
MMW121,INTL,,,,,,61,2,5,8%,10,13,,,6
MMW121,MATH,Y,,,,,31,2,10,32%,10,15,,,8
MMW121,POLI,,,,,,83,2,6,7%,10,13,,,7
MMW121,PSYC,,,,,,144,2,11,8%,10,16,,,8
MMW121,SOC,,,,,,44,2,8,18%,10,14,,,7
MMW121,VIS,,,,,,22,2,0,0%,10,10,,,5
MMW121R,BIOL,,,,,,33,1,5,15%,0,5,,,5
MMW121R,CHEM,,,,,,20,1,1,5%,0,1,,,1
MMW121R,COMM,,,,,,24,1,2,8%,0,2,,,2
MMW121R,CSE,,,,,,21,1,0,0%,0,0,,,0
MMW121R,ECON,,,,,,64,1,3,5%,0,3,,,3
MMW121R,INTL,,,,,,64,1,8,13%,0,8,,,8
MMW121R,MATH,,,,,,33,1,4,12%,0,4,,,4
MMW121R,POLI,,,,,,30,1,5,17%,0,5,,,5
MMW121R,PSYC,,,,,,60,1,4,7%,0,4,,,4
MMW122,ANTH,,,,,,23,3,1,4%,7,7,,,2
MMW122,BIOL,,,,,,80,3,4,5%,7,8,,,3
MMW122,CHEM,,,,,,29,3,1,3%,7,7,,,2
MMW122,COGS,,,,,,38,3,8,21%,7,10,,,3
MMW122,COMM,,,,,,74,3,4,5%,7,8,,,3
MMW122,CSE,,,,,,32,3,0,0%,7,7,,,2
MMW122,ECON,,,,,,149,3,11,7%,7,11,,,4
MMW122,HIST,,,,,,26,3,4,15%,7,8,,,3
MMW122,INTL,,,,,,99,3,7,7%,7,9,,,3
MMW122,LIT,,,,,,21,3,1,5%,7,7,,,2
MMW122,MATH,,,,,,51,3,4,8%,7,8,,,3
MMW122,POLI,,,,,,104,3,7,7%,7,9,,,3
MMW122,PSYC,,,,,,177,3,7,4%,7,9,,,3
MMW122,SOC,,,,,,55,3,9,16%,7,10,,,3
MMW122,SPH,,,,,,26,3,4,15%,7,8,,,3
MMW122,USP,,,,,,24,3,2,8%,7,8,,,3
MMW122,VIS,,,,,,25,3,3,12%,7,8,,,3
MMW13,ANTH,,,,,,50,3,2,4%,5,6,,,2
MMW13,BENG,,,,,,21,3,2,10%,5,6,,,2
MMW13,BIOL,,,,,,429,3,14,3%,5,10,,,3
MMW13,CENG,,,,,,43,3,4,9%,5,6,,,2
MMW13,CHEM,,,,,,145,3,3,2%,5,6,,,2
MMW13,COGS,,,,,,181,3,5,3%,5,7,,,2
MMW13,COMM,,,,,,35,3,2,6%,5,6,,,2
MMW13,CSE,,,,,,41,3,0,0%,5,5,,,2
MMW13,DSC,,,,,,71,3,4,6%,5,6,,,2
MMW13,ECE,,,,,,52,3,2,4%,5,6,,,2
MMW13,ECON,,,,,,247,3,6,2%,5,7,,,2
MMW13,ESYS,,,,,,28,3,1,4%,5,5,,,2
MMW13,GLBH,,,,,,38,3,1,3%,5,5,,,2
MMW13,HDS,,,,,,23,3,0,0%,5,5,,,2
MMW13,HIST,,,,,,41,3,0,0%,5,5,,,2
MMW13,INTL,,,,,,137,3,7,5%,5,7,,,2
MMW13,LING,,,,,,31,3,1,3%,5,5,,,2
MMW13,LIT,,,,,,44,3,1,2%,5,5,,,2
MMW13,MAE,,,,,,65,3,6,9%,5,7,,,2
MMW13,MATH,,,,,,221,3,7,3%,5,7,,,2
MMW13,PHYS,,,,,,31,3,1,3%,5,5,,,2
MMW13,POLI,,,,,,177,3,12,7%,5,9,,,3
MMW13,PSYC,,,,,,238,3,11,5%,5,9,,,3
MMW13,SE,,,,,,52,3,3,6%,5,6,,,2
MMW13,SIO,,,,,,38,3,1,3%,5,5,,,2
MMW13,SOC,,,,,,52,3,1,2%,5,5,,,2
MMW13,SPH,,,,,,37,3,0,0%,5,5,,,2
MMW13,UNAF,,,,,,102,3,6,6%,5,7,,,2
MMW13,USP,,,,,,50,3,2,4%,5,6,,,2
MMW13,VIS,,,,,,93,3,4,4%,5,6,,,2
MMW14,ANTH,,,,,,22,6,0,0%,14,14,,,2
MMW14,BENG,,,,,,25,6,0,0%,14,14,,,2
MMW14,BIOL,,,,,,273,6,13,5%,14,16,,,3
MMW14,CENG,,,,,,22,6,0,0%,14,14,,,2
MMW14,CHEM,,,,,,66,6,0,0%,14,14,,,2
MMW14,COGS,,,,,,131,6,7,5%,14,15,,,3
MMW14,COMM,,,,,,27,6,2,7%,14,14,,,2
MMW14,CSE,,,,,,38,6,1,3%,14,14,,,2
MMW14,DSC,,,,,,28,6,1,4%,14,14,,,2
MMW14,ECE,,,,,,54,6,3,6%,14,15,,,2
MMW14,ECON,,,,,,142,6,7,5%,14,15,,,3
MMW14,ESYS,,,,,,23,6,3,13%,14,15,,,2
MMW14,GLBH,,,,,,20,6,0,0%,14,14,,,2
MMW14,HIST,,,,,,30,6,0,0%,14,14,,,2
MMW14,INTL,,,,,,118,6,5,4%,14,15,,,2
MMW14,LIT,,,,,,32,6,1,3%,14,14,,,2
MMW14,MAE,,,,,,33,6,0,0%,14,14,,,2
MMW14,MATH,,,,,,137,6,4,3%,14,15,,,2
MMW14,POLI,,,,,,128,6,2,2%,14,14,,,2
MMW14,PSYC,,,,,,184,6,12,7%,14,16,,,3
MMW14,SE,,,,,,35,6,5,14%,14,15,,,2
MMW14,SIO,,,,,,26,6,0,0%,14,14,,,2
MMW14,SOC,,,,,,37,6,1,3%,14,14,,,2
MMW14,SPH,,,,,,29,6,2,7%,14,14,,,2
MMW14,UNAF,,,,,,34,6,1,3%,14,14,,,2
MMW14,VIS,,,,,,41,6,1,2%,14,14,,,2
MMW15,ANTH,,,,,,22,3,0,0%,8,8,,,3
MMW15,BIOL,,,,,,271,3,6,2%,8,10,,,3
MMW15,CENG,,,,,,27,3,0,0%,8,8,,,3
MMW15,CHEM,,,,,,62,3,2,3%,8,9,,,3
MMW15,COGS,,,,,,136,3,5,4%,8,10,,,3
MMW15,COMM,,,,,,21,3,0,0%,8,8,,,3
MMW15,CSE,,,,,,38,3,0,0%,8,8,,,3
MMW15,DSC,,,,,,34,3,0,0%,8,8,,,3
MMW15,ECE,,,,,,60,3,4,7%,8,9,,,3
MMW15,ECON,,,,,,137,3,2,1%,8,9,,,3
MMW15,GLBH,,,,,,21,3,0,0%,8,8,,,3
MMW15,HIST,,,,,,31,3,0,0%,8,8,,,3
MMW15,INTL,,,,,,126,3,3,2%,8,9,,,3
MMW15,LIT,,,,,,35,3,1,3%,8,8,,,3
MMW15,MAE,,,,,,30,3,2,7%,8,9,,,3
MMW15,MATH,,,,,,149,3,9,6%,8,11,,,4
MMW15,POLI,,,,,,116,3,2,2%,8,9,,,3
MMW15,PSYC,,,,,,168,3,8,5%,8,11,,,4
MMW15,SE,,,,,,26,3,2,8%,8,9,,,3
MMW15,SIO,,,,,,32,3,0,0%,8,8,,,3
MMW15,SOC,,,,,,35,3,0,0%,8,8,,,3
MMW15,SPH,,,,,,31,3,2,6%,8,9,,,3
MMW15,USP,,,,,,22,3,2,9%,8,9,,,3
MMW15,VIS,,,,,,39,3,0,0%,8,8,,,3
MUS101A,MUS,,,,,,62,3,2,3%,0,1,0.0,4.0,1
MUS101B,MUS,,,,,,61,3,7,11%,0,2,1.0,6.0,5
MUS101C,MUS,,,,,,56,3,4,7%,0,1,0.0,5.0,2
MUS107,MUS,,,,,,38,8,4,11%,0,1,,,0
MUS11,BIOL,,,,,,78,3,1,1%,16,16,,,5
MUS11,CHEM,,,,,,20,3,0,0%,16,16,,,5
MUS11,COGS,,,,,,29,3,1,3%,16,16,,,5
MUS11,CSE,,,,,,21,3,0,0%,16,16,,,5
MUS11,ECON,,,,,,50,3,1,2%,16,16,,,5
MUS11,INTL,,,,,,20,3,0,0%,16,16,,,5
MUS11,MAE,,,,,,20,3,0,0%,16,16,,,5
MUS11,MATH,,,,,,39,3,3,8%,16,17,,,6
MUS11,POLI,,,,,,26,3,1,4%,16,16,,,5
MUS11,PSYC,,,,,,62,3,1,2%,16,16,,,5
