Subject,Course,Year,Quarter,Title,Instructor,GPA,A,B,C,D,F,W,P,NP
LTEN,158,20,WI,Modern American Literature,"Glaser, Amelia",3.743,81.0%,10.8%,2.70%,0%,0%,0%,5.40%,0%
LTEN,159,20,WI,Contemporary American Lit,"Cancel, Robert",3.082,54.5%,18.1%,27.2%,0%,0%,0%,0%,0%
LTEU,105,20,WI,Medieval Studies,"De Marchi Gherini, Adriana",3.983,100%,0%,0%,0%,0%,0%,0%,0%
LTEU,140,20,WI,Italian Literature in Transltn,"Verdicchio, Pasquale",3.961,96.8%,0%,0%,0%,0%,3.12%,0%,0%
LTFR,2C,20,WI,Intermediate French III,"Ploye, Catherine",3.71,66.6%,16.6%,0%,0%,0%,0%,8.33%,0%
LTFR,2B,20,WI,Intermediate French II,"Ploye, Catherine",3.617,33.3%,16.6%,0%,0%,0%,0%,50%,0%
LTFR,142,20,WI,Topics/Literary Genres French,"Ploye, Catherine",3.707,68.7%,18.7%,6.25%,0%,0%,0%,0%,0%
LTGK,2,20,WI,Intermediate Greek I,"Myerston Santana, Jacobo",4,92.3%,0%,0%,0%,0%,0%,7.69%,0%
LTGM,2B,20,WI,Intermediate German II,"Fischer-Grunski, Eva K",3.588,41.6%,25%,0%,0%,0%,0%,25%,0%
LTIT,2B,20,WI,Intermediate Italian II,"De Marchi Gherini, Adriana",4,85.7%,0%,0%,0%,0%,0%,7.14%,0%
LTKO,1B,20,WI,Beginning Korean:First Yr. II,"Lee, Jeyseon",3.695,56.4%,19.8%,2.56%,0%,0%,0%,20.5%,0%
LTKO,2B,20,WI,Intermediate Korean: Second Yr,"Lee, Jeyseon",3.556,46.6%,33.3%,3.33%,0%,0%,0%,13.3%,3.33%
LTKO,100,20,WI,Adv Readngs/Korean Lit&amp;Culture,"Lee, Jin-Kyung",3.782,84.6%,0%,0%,0%,0%,0%,7.69%,0%
LTLA,2,20,WI,Intermediate Latin I,"Murray, Kourtney Kristine",3.828,59.4%,5.40%,2.70%,0%,0%,5.40%,27.0%,0%
LTLA,103,20,WI,Latin Drama,"Murray, Kourtney Kristine",3.9,69.2%,7.69%,0%,0%,0%,0%,23.0%,0%
LTRU,1B,20,WI,First-Year Russian,"Wells, Patricia Rebecca",3.895,68%,8%,0%,0%,0%,0%,20%,0%
LTRU,2B,20,WI,Second Year Russian,"Wells, Patricia Rebecca",3.95,85.7%,0%,0%,0%,0%,0%,7.14%,0%
LTSP,2E,20,WI,Adv Read &amp; Comp-Bilingual Spkr,"Martin-Cabrera, Luis",3.777,82.5%,15%,0%,0%,0%,0%,2.5%,0%
LTSP,2C,20,WI,Intermed Span III:Cultrl Topcs,"Martin-Cabrera, Luis",3.625,68.8%,15.5%,3.89%,0%,0%,0%,11.6%,0%
LTSP,2B,20,WI,Intermed Spanish II:Read&amp;Comp,"Martin-Cabrera, Luis",3.338,39.3%,31.8%,6.06%,1.51%,0%,0%,16.6%,1.51%
LTSP,50B,20,WI,Readings/Latin Amer Literature,"Martin-Cabrera, Luis",3.54,11.1%,7.40%,0%,0%,0%,0%,0%,0%
LTSP,134,20,WI,Literatre of the Southern Cone,"Arcos Herrera, Carol",3.677,76.9%,23.0%,0%,0%,0%,0%,0%,0%
LTSP,135B,20,WI,Modern Mexican Literature,"Parra, Max",3.429,47.6%,47.6%,4.76%,0%,0%,0%,0%,0%
LTSP,172,20,WI,Indigenista Themes/Latin-Amer,"Chacon, Gloria Elizabeth",3.76,63.6%,27.2%,0%,0%,0%,0%,9.09%,0%
LTSP,174,20,WI,Topics in Culture and Politics,"Blanco, John D",3.462,69.2%,23.0%,0%,0%,7.69%,0%,0%,0%
LTTH,115,20,WI,Introduction/Critical Theory,"Jed, Stephanie H",3.937,92.8%,4.76%,0%,0%,0%,0%,0%,0%
LTWL,100,20,WI,Mythology,"duBois, Page Ann",3.335,43.5%,30.5%,4.70%,0%,2.35%,0%,18.8%,0%
LTWL,114,20,WI,Children&#39;s Literature,"Lerer, Seth",3.957,78.3%,0.74%,0%,0%,0%,0%,20.8%,0%
LTWL,155,20,WI,Gender Studies,"duBois, Page Ann",3.71,72.7%,18.1%,0%,0%,0%,0%,0%,0%
LTWL,155,20,WI,Gender Studies,"Mendoza, Andrea",3.765,84.2%,0%,0%,0%,5.26%,0%,5.26%,0%
LTWL,177,20,WI,Literature and Aging,"Jed, Stephanie H",3.969,92.6%,2.94%,0%,0%,0%,0%,2.94%,0%
LTWL,184,20,WI,Film Studies&amp;Lit:Analysis/Txt,"Cohen, Alain J. J.",3.686,60%,24%,0%,0%,0%,0%,12%,0%
LTWR,8C,20,WI,Writing Non-Fiction,"Doller, Ben",3.885,86.3%,6.06%,0%,0%,0%,1.51%,6.06%,0%
LTWR,8A,20,WI,Writing Fiction,"Jemc, Jaclyn",3.689,16.8%,6.02%,0%,0%,0%,3.61%,3.61%,0%
LTWR,100,20,WI,Short Fiction Workshop,"Wilkinson, Marco",3.818,78.2%,17.3%,0%,0%,0%,0%,4.34%,0%
LTWR,102,20,WI,Poetry Workshop,"Darini, Bruna Maria",3.959,95.6%,0%,0%,0%,0%,0%,0%,0%
LTWR,110,20,WI,Screen Writing,"Jemc, Jaclyn",3.292,72%,12%,8%,0%,8%,0%,0%,0%
LTWR,114,20,WI,Graphic Texts Workshop,"Springer, Anna Joy",3.965,95%,5%,0%,0%,0%,0%,0%,0%
LTWR,115,20,WI,Experimental Writing Workshop,"Ali, Mohammad Kazim",3.543,66.6%,28.5%,0%,4.76%,0%,0%,0%,0%
LTWR,126,20,WI,Creative Nonfiction Workshop,"Wilkinson, Marco",3.695,81.8%,9.09%,4.54%,4.54%,0%,0%,0%,0%
LTWR,140,20,WI,History of Writing,"Darini, Bruna Maria",3.937,90.4%,0%,0%,0%,0%,0%,4.76%,0%
LTWR,143,20,WI,Stylistics and Grammar,"Ali, Mohammad Kazim",3.556,62.9%,25.9%,3.70%,0%,0%,3.70%,0%,0%
MAE,5,20,WI,Quantitative Computer Skills,"Gibson, Carl H.",4,91.6%,0%,0%,0%,0%,2.08%,4.16%,0%
MAE,7,20,WI,Spatial Visualization,"Delson, Nathan Joseph",0,0%,0%,0%,0%,0%,0%,95.6%,0%
MAE,8,20,WI,MATLAB Program for Engr Analys,"Pham, Hieu Tan",3.473,61.3%,24.3%,9.52%,0%,1.05%,2.11%,1.05%,0%
MAE,11,20,WI,Thermodynamics,"Saha, Abhishek",2.732,23.4%,33.6%,35.7%,1.02%,4.08%,2.04%,0%,0%
MAE,20,20,WI,Elements of Materials Science,"Garay, Javier",2.991,29.0%,47.2%,18.1%,1.81%,3.63%,0%,0%,0%
MAE,30A,20,WI,Kinematics,"Qi, Huihui",3.155,47.5%,28.3%,16.8%,3.01%,1.80%,1.20%,0.60%,0%
MAE,30B,20,WI,Dynamics and Vibrations,"Behrou, Reza",3.662,64.2%,21.4%,7.14%,0%,0%,7.14%,0%,0%
MAE,40,20,WI,Linear Circuits,"Cortes, Jorge",2.943,35.9%,42.9%,10.5%,0%,8.77%,1.75%,0%,0%
MAE,101B,20,WI,Advanced Fluid Mechanics,"Miller, David R.",3.365,56.8%,22.7%,15.9%,2.27%,0%,2.27%,0%,0%
MAE,101A,20,WI,Introductory Fluid Mechanics,"Nomura, Keiko K.",3.374,48.6%,37.9%,9.09%,0%,0.53%,2.67%,1.06%,0%
MAE,101B,20,WI,Advanced Fluid Mechanics,"Llewellyn Smith, Stefan G.",3.021,25%,47.7%,25%,0%,0%,2.27%,0%,0%
MAE,101A,20,WI,Introductory Fluid Mechanics,"Bahadori, Mohammad Yousef",2.984,26.5%,48.9%,24.4%,0%,0%,0%,0%,0%
MAE,107,20,WI,Computational Methods/Engineer,"Lubarda, Marko",3.014,40.5%,27.0%,27.0%,0%,2.70%,0%,2.70%,0%
MAE,113,20,WI,Fundamentals of Propulsion,"Sanchez, Antonio Luis",2.954,30%,36.6%,32.2%,0%,1.11%,0%,0%,0%
MAE,118,20,WI,Intro to Energy &amp; Environment,"Krasheninnikov, Sergei",3.375,56.2%,25%,18.7%,0%,0%,0%,0%,0%
MAE,119,20,WI,Intro Renew Energ/Solar &amp; Wind,"Kleissl, Jan",3.4,63.7%,21.9%,10.9%,0%,2.19%,0%,1.09%,0%
MAE,123,20,WI,Intro/Transprt in Porous Media,"Becker, Janet Maria",3.3,53.3%,33.3%,13.3%,0%,0%,0%,0%,0%
MAE,126A,20,WI,Environmental Enginring Lab,"Kleissl, Jan",3.306,52.9%,41.1%,0%,5.88%,0%,0%,0%,0%
MAE,130,20,WI,Advanced Vibrations,"Nesterenko, Vitali F",3.476,59.1%,32.4%,8.37%,0%,0%,0%,0%,0%
MAE,131B,20,WI,Solid Mechanics II,"Ghazinejad, Maziar",3.219,41.1%,45.5%,10.2%,0%,1.47%,1.47%,0%,0%
MAE,133,20,WI,Finite Element Methods in MAE,"Frazier, Michael",3.525,64.7%,17.6%,11.7%,0%,0%,0%,0%,5.88%
MAE,142,20,WI,Dynmcs&amp;Control/Aerospace Vehic,"Anderson, Mark Ronald",3.355,48%,37.3%,13.3%,0%,0%,1.33%,0%,0%
MAE,143A,20,WI,Signals and Systems,"Bahadori, Mohammad Yousef",3.083,31.6%,45.9%,21.7%,0%,0.62%,0%,0%,0%
MAE,143A,20,WI,Signals and Systems,"Kramer, Boris",2.609,17.7%,41.9%,23.6%,10.7%,3.76%,1.07%,1.07%,0%
MAE,143B,20,WI,Linear Control,"de Oliveira, Mauricio",3.188,32.4%,58.4%,6.49%,0%,1.29%,1.29%,0%,0%
MAE,145,20,WI,Robotic Planning &amp; Estimation,"Martinez, Sonia",3.506,58.9%,17.9%,10.2%,0%,0%,2.56%,2.56%,5.12%
MAE,148,20,WI,Intro to Autonomous Vehicles,"de Oliveira, Mauricio",3.882,90.9%,9.09%,0%,0%,0%,0%,0%,0%
MAE,150,20,WI,Computer-Aided Design,"Friend, James Robert",2.902,38.5%,29.8%,22.8%,1.75%,7.01%,0%,0%,0%
MAE,154,20,WI,Prod. Desgn. &amp; Entrepreneur.,"Delson, Nathan Joseph",3.365,45.7%,42.8%,8.57%,0%,0%,2.85%,0%,0%
MAE,155A,20,WI,Aerospace Engineering Design I,"Anderson, Mark Ronald",3.738,76.5%,21.2%,2.12%,0%,0%,0%,0%,0%
MAE,155A,20,WI,Aerospace Engineering Design I,"Hwang, John T",3.715,80.7%,19.2%,0%,0%,0%,0%,0%,0%
MAE,156A,20,WI,Fund. Prin./Mechanical Desgn I,"Delson, Nathan Joseph",3.434,50.6%,49.3%,0%,0%,0%,0%,0%,0%
MAE,156B,20,WI,Fund. Prin/Mechanical Desgn II,"Qi, Huihui",3.841,86.2%,13.7%,0%,0%,0%,0%,0%,0%
MAE,156A,20,WI,Fund. Prin./Mechanical Desgn I,"Tustaniwskyj, Jerry I",3.216,35.5%,51.1%,8.88%,0%,0%,2.22%,0%,0%
MAE,156B,20,WI,Fund. Prin/Mechanical Desgn II,"Tustaniwskyj, Jerry I",3.538,55.1%,41.3%,3.44%,0%,0%,0%,0%,0%
MAE,160,20,WI,Mechanical Behavior/Materials,"Meyers, Marc",3.534,66.0%,23.8%,6.42%,1.83%,0%,1.83%,0%,0%
MAE,171A,20,WI,Mechanical Engineering Lab I,"Seshadri, Kalyanasundaram",3.383,51.3%,39.3%,9.28%,0%,0%,0%,0%,0%
MAE,175A,20,WI,Aerospace Engineering Lab,"de Callafon, Raymond A",3.667,76.5%,23.4%,0%,0%,0%,0%,0%,0%
MAE,181,20,WI,Space Mission Analysis/Design,"Bahadori, Mohammad Yousef",2.978,22.5%,50%,20%,0%,0%,5%,0%,2.5%
MAE,190,20,WI,Topics in Mech and Aero Eng,"Ghazinejad, Maziar",3.498,56.5%,41.3%,2.17%,0%,0%,0%,0%,0%
MATH,2,20,WI,Intro to College Mathematics,"Harel, Guershon",2.614,9.09%,27.2%,18.1%,9.09%,0%,0%,9.09%,18.1%
MATH,3C,20,WI,Precalculus,"Hammock, Frances H",2.769,26.4%,33.6%,20.6%,4.80%,5.28%,0.48%,7.21%,1.44%
MATH,4C,20,WI,Pre-calculus for Sci &amp; Engn,"Tang, Xindong",3.29,47.7%,28.4%,15.9%,0%,1.13%,0%,6.81%,0%
MATH,10A,20,WI,Calculus I,"Perkins, Rudolph Bronson",2.577,11.1%,29.7%,18.5%,0%,6.56%,0.38%,1.93%,0.38%
MATH,10C,20,WI,Calculus III,"Deng, Yanxia",3.039,35.2%,32.3%,22.0%,0%,1.47%,0.73%,6.61%,1.47%
MATH,10B,20,WI,Calculus II,"Eggers, John Dietrich",3.055,40.2%,31.8%,23.7%,0%,2.59%,0%,1.62%,0%
MATH,10B,20,WI,Calculus II,"Savvas, Michail",3.129,41.1%,28.3%,24.5%,0%,1.38%,0.34%,3.80%,0%
MATH,10C,20,WI,Calculus III,"Jiang, Zonglin",2.617,30.7%,17.9%,31.6%,10.2%,3.41%,2.56%,3.41%,0%
MATH,10B,20,WI,Calculus II,"Wiersma, Matthew T.",2.959,31.5%,33.5%,24%,0%,3.5%,0.5%,4.5%,0.5%
MATH,10A,20,WI,Calculus I,"Ferrara, Joseph William",2.612,23.9%,33.0%,24.6%,10.5%,4.36%,0.62%,2.18%,0.62%
MATH,11,20,WI,Calculus-Based Prob &amp; Stats,"Hammock, Frances H",3.277,44.4%,37.6%,11.4%,0%,3.22%,0.71%,2.15%,0.35%
MATH,11,20,WI,Calculus-Based Prob &amp; Stats,"Ciotti, Benjamin",2.794,33.8%,30.7%,17.7%,8.85%,5.20%,0%,0.52%,1.04%
MATH,15A,20,WI,Intro/Discrete Mathematics,"Swanson, Joshua P",3.12,36.8%,31.5%,5.26%,0%,5.26%,10.5%,0%,0%
MATH,18,20,WI,Linear Algebra,"Deng, Yanxia",3.118,37.7%,40.7%,15.5%,0%,3.70%,0.74%,0.74%,0%
MATH,18,20,WI,Linear Algebra,"Eggers, John Dietrich",3.028,46.4%,21.4%,22.3%,0%,6.69%,1.33%,0.89%,0%
MATH,18,20,WI,Linear Algebra,"Kitsela, Roman",2.82,26.6%,45.7%,16.7%,0%,9.50%,1.35%,0%,0%
MATH,18,20,WI,Linear Algebra,"Anzaldo, Leesa B",3.095,45.3%,27.2%,19.3%,0%,5.39%,1.96%,0.49%,0.24%
MATH,18,20,WI,Linear Algebra,"Licht, Martin W",2.93,38.6%,31.4%,20.7%,0%,5.79%,1.93%,0.48%,0%
MATH,20D,20,WI,Intro/Differential Equations,"Ben-Ezra, David El-Chai",3.443,65.3%,18.6%,12.1%,3.03%,0%,0.43%,0.43%,0%
MATH,20D,20,WI,Intro/Differential Equations,"Yang, Zi",3.109,48.1%,27.4%,13.4%,5.18%,3.62%,1.55%,0.51%,0%
MATH,20B,20,WI,Calculus/Science &amp; Engineering,"Anzaldo, Leesa B",2.768,35.4%,28.1%,17.1%,7.81%,6.77%,0%,0%,0%
MATH,20C,20,WI,Calculus&amp;Analyt Geom/Sci&amp;Engnr,"Perkins, Rudolph Bronson",2.594,25.7%,31.6%,24.7%,5.94%,8.91%,1.98%,0.99%,0%
MATH,20A,20,WI,Calculus/Science &amp; Engineering,"Bach, Quang Tran",2.701,20.3%,43.4%,30.9%,0%,5.26%,0%,0%,0%
MATH,20D,20,WI,Intro/Differential Equations,"Um, Ko Woon",2.973,41.7%,29.8%,17.0%,0%,8.53%,2.36%,0%,0%
MATH,20B,20,WI,Calculus/Science &amp; Engineering,"Moosmueller, Caroline",2.699,28.2%,29.6%,24.0%,6.36%,6.36%,0.70%,0.35%,0.35%
MATH,20C,20,WI,Calculus&amp;Analyt Geom/Sci&amp;Engnr,"Bach, Quang Tran",3.057,34.8%,38.7%,18.0%,0.64%,3.22%,0.64%,3.22%,0%
MATH,20C,20,WI,Calculus&amp;Analyt Geom/Sci&amp;Engnr,"Um, Ko Woon",3.008,39.6%,32.8%,18.8%,0%,6.28%,1.44%,0.48%,0%
MATH,20E,20,WI,Vector Calculus,"Stapleton, David John",3.252,44.0%,33.1%,16.8%,0.99%,0%,0.49%,3.96%,0%
MATH,20A,20,WI,Calculus/Science &amp; Engineering,"Quarfoot, David James",2.346,11.9%,31.6%,23.2%,0%,13.3%,0.70%,0%,0%
MATH,20E,20,WI,Vector Calculus,"Jiang, Zonglin",2.691,27.6%,29.8%,23.8%,7.46%,6.71%,0.74%,2.23%,0.74%
MATH,20E,20,WI,Vector Calculus,"Ciotti, Benjamin",2.833,34.2%,28.8%,21.7%,5.97%,5.43%,1.08%,1.63%,1.08%
MATH,20D,20,WI,Intro/Differential Equations,"Zhang, Yuming",3.174,55.4%,19.7%,17.5%,1.45%,5.10%,0%,0.72%,0%
MATH,20C,20,WI,Calculus&amp;Analyt Geom/Sci&amp;Engnr,"Kitsela, Roman",2.952,36.4%,37.1%,16.8%,0%,7.56%,0.34%,1.03%,0.34%
MATH,20B,20,WI,Calculus/Science &amp; Engineering,"Zhang, Yuming",2.933,31.8%,34.7%,26.0%,2.89%,1.44%,0%,0%,0%
MATH,20B,20,WI,Calculus/Science &amp; Engineering,"Stevens, Laura Jeanne",2.693,35.7%,23.1%,8.94%,11.5%,8.94%,0.52%,0%,0.52%
MATH,20C,20,WI,Calculus&amp;Analyt Geom/Sci&amp;Engnr,"Manners, Frederick",3.065,45.8%,26.5%,17.1%,2.08%,5.72%,1.04%,1.04%,0%
MATH,31BH,20,WI,Honors Multivariable Calculus,"Lin, Jianfeng",3.314,40.5%,56.7%,2.70%,0%,0%,0%,0%,0%
MATH,100B,20,WI,Abstract Algebra II,"Bucur, Alina Ioana",2.947,31.5%,42.1%,14.0%,0%,8.77%,1.75%,1.75%,0%
MATH,102,20,WI,Applied Linear Algebra,"Harel, Guershon",3.363,62.2%,13.3%,8.88%,4.44%,2.22%,4.44%,2.22%,2.22%
MATH,102,20,WI,Applied Linear Algebra,"Rabin, Jeffrey Mark",2.647,22.2%,28.2%,35.8%,2.56%,4.27%,3.41%,1.70%,0%
MATH,103A,20,WI,Modern Algebra I,"De Vleming, Kristin Elizab",3.367,50%,35.2%,11.7%,0%,0%,0%,2.94%,0%
MATH,103B,20,WI,Modern Algebra II,"Green, Nathan E",3.143,38.4%,31.8%,18.6%,3.29%,0%,0%,0%,0%
MATH,103A,20,WI,Modern Algebra I,"Pelayo, Alvaro",2.802,22.2%,38.8%,33.3%,0%,3.70%,1.85%,0%,0%
MATH,103A,20,WI,Modern Algebra I,"Wiersma, Matthew T.",2.679,18.6%,30.6%,33.3%,0%,5.33%,1.33%,1.33%,0%
MATH,103B,20,WI,Modern Algebra II,"Salehi Golsefidy, Alireza",2.913,33.3%,44.4%,11.1%,4.44%,6.66%,0%,0%,0%
MATH,109,20,WI,Mathematical Reasoning,"Swanson, Joshua P",2.874,28.2%,30.7%,20.5%,5.12%,2.56%,0%,12.8%,0%
MATH,109,20,WI,Mathematical Reasoning,"Rabin, Jeffrey Mark",2.243,6.94%,2.77%,2.77%,2.77%,4.16%,2.77%,0%,1.38%
MATH,109,20,WI,Mathematical Reasoning,"Savvas, Michail",3.84,17.3%,4.34%,0%,0%,0%,0%,1.44%,0%
MATH,109,20,WI,Mathematical Reasoning,"Tamam, Nattalie",2.722,27.2%,40%,16.3%,10.9%,5.45%,0%,0%,0%
MATH,109,20,WI,Mathematical Reasoning,"Sorensen, Claus M",3.104,26.2%,47.5%,13.1%,0%,1.63%,6.55%,1.63%,0%
MATH,120A,20,WI,Elements of Complex Analysis,"McKernan, James",3.26,44.1%,35.0%,12.9%,1.29%,1.29%,1.29%,3.89%,0%
MATH,121A,20,WI,Found of Teachg/Learng Math I,"Stevens, Laura Jeanne",3.038,43.3%,30%,16.6%,0%,6.66%,3.33%,0%,0%
MATH,140B,20,WI,Foundations/Real Analysis II,"Zlatos, Andrej",3.506,52.6%,26.3%,10.5%,0%,0%,5.26%,0%,5.26%
MATH,140B,20,WI,Foundations/Real Analysis II,"Chow, Bennett",3.437,59.0%,29.5%,6.81%,0%,2.27%,0%,2.27%,0%
MATH,140A,20,WI,Foundations of Real Analysis I,"Seward, Brandon M.",2.155,24.4%,13.3%,28.8%,0%,22.2%,4.44%,4.44%,0%
MATH,142A,20,WI,Introduction to Analysis I,"Bejenaru, Ioan",2.494,25%,36.1%,19.4%,5.55%,13.8%,0%,0%,0%
MATH,142B,20,WI,Introduction to Analysis II,"Xiao, Ming",3.485,57.6%,35.0%,5.83%,0.72%,0%,0.72%,0%,0%
MATH,142A,20,WI,Introduction to Analysis I,"Xu, Hang",3.257,41.6%,45.8%,8.33%,0%,1.38%,2.77%,0%,0%
MATH,142A,20,WI,Introduction to Analysis I,"Spolaor, Luca",3.043,32.3%,49.2%,11.2%,0%,4.22%,0%,0%,0%
MATH,142B,20,WI,Introduction to Analysis II,"Ioana, Adrian",2.955,42.1%,28.0%,17.5%,0%,8.77%,1.75%,0%,1.75%
MATH,152,20,WI,Applicable Math and Computing,"Knop, Aleksandr",3.081,47.8%,27.4%,11.9%,2.81%,4.22%,0.70%,4.92%,0%
MATH,154,20,WI,Discrete Math &amp; Graph Theory,"Tesler, Glenn",3.237,50.5%,25.2%,17.1%,0%,3.03%,1.01%,2.02%,0%
MATH,155A,20,WI,Geometric Computer Graphics,"Buss, Samuel R",3.182,36.7%,32.6%,0%,0%,8.16%,4.08%,2.04%,0%
MATH,157,20,WI,Intro to Mathematical Software,"Kedlaya, Kiran S.",3.117,42.1%,31.3%,12.0%,1.20%,4.81%,4.81%,1.20%,1.20%
MATH,160B,20,WI,Elementary Math Logic II,"Knop, Aleksandr",4,60%,0%,0%,0%,0%,40%,0%,0%
MATH,170B,20,WI,Intro/Numerical Analy/Approxim,"Licht, Martin W",3.131,32.6%,50%,14.4%,0%,0%,2.17%,0%,0%
MATH,170A,20,WI,Intro Numerical Analys/Linear,"Moosmueller, Caroline",2.756,40.9%,14.7%,21.3%,1.63%,11.4%,3.27%,3.27%,1.63%
MATH,170A,20,WI,Intro Numerical Analys/Linear,"Dumitriu, Ioana",2.804,26.7%,36.6%,20.5%,0%,7.14%,5.35%,3.57%,0%
MATH,170B,20,WI,Intro/Numerical Analy/Approxim,"Cheng, Li-Tien",2.713,36%,16%,36%,0%,8%,0%,4%,0%
MATH,171A,20,WI,Intro Num Optimiz/Linear Prog,"Dressler, Mareike",3.049,46.8%,28.3%,12.0%,0%,9.92%,0%,1.41%,0%
MATH,180B,20,WI,Intro/Stochastic Processes I,"Au, Benson C",3.002,50.7%,21.5%,12.3%,0%,10.7%,0%,1.53%,0%
MATH,180B,20,WI,Intro/Stochastic Processes I,"Nemish, Yuriy",3.047,33.8%,37.2%,20.3%,0%,1.69%,3.38%,1.69%,0%
MATH,180A,20,WI,Introduction to Probability,"Meyer, David A.",3.199,37.8%,23.4%,15.3%,0%,1.27%,2.12%,8.93%,0.42%
MATH,181A,20,WI,Intro/Math Statistics I,"Zhang, Danna",3.182,39.9%,38.3%,14.7%,0%,1.55%,3.10%,1.93%,0%
MATH,182,20,WI,Hidden Data in Random Matrices,"Kemp, Todd Aahron",3.518,62.5%,16.6%,12.5%,0%,0%,4.16%,4.16%,0%
MATH,183,20,WI,Statistical Methods,"Quarfoot, David James",3.299,51.3%,30.9%,10.2%,1.70%,2.38%,2.38%,0.34%,0%
MATH,184,20,WI,Enumerative Combinatorics,"Au, Benson C",3.14,41.0%,37.1%,14.1%,0%,3.84%,2.56%,1.28%,0%
MATH,186,20,WI,Probablty Stats/Bioinformatics,"Tesler, Glenn",3.548,68.2%,16.4%,12.9%,0%,0%,2.35%,0%,0%
MATH,187A,20,WI,Introduction to Cryptography,"Bucur, Alina Ioana",3.748,80.6%,11.3%,3.46%,0%,0.99%,0.99%,2.47%,0%
MATH,188,20,WI,Algebraic Combinatorics,"Rhoades, Brendon Patrick",3.627,66.6%,8.33%,16.6%,0%,0%,8.33%,0%,0%
MATH,189,20,WI,Data Analysis and Inference,"Xu, Ronghui",3.841,90.8%,5.10%,1.02%,0%,0%,0%,3.06%,0%
MATH,190B,20,WI,Foundations of Topology II,"Rhoades, Brendon Patrick",3.925,72.7%,0%,0%,0%,0%,18.1%,9.09%,0%
MATH,194,20,WI,The Mathematics of Finance,"Fitzsimmons, Patrick J",3.337,51.7%,22.7%,11.7%,1.37%,1.37%,6.20%,4.82%,0%
MCWP,40,20,WI,Critical Writing,"Wastal, Carrie King",2.862,17.4%,55.3%,20.1%,1.74%,1.45%,1.74%,0.58%,0%
MCWP,50,20,WI,Critical Writing,"Wastal, Carrie King",2.935,22.1%,53.7%,19.6%,1.74%,1.24%,0.74%,0%,0%
MCWP,125,20,WI,Argument and Analysis,"Forrest, Amy Burton",3.034,21.6%,48.6%,16.2%,0%,0%,8.10%,2.70%,0%
MCWP,125,20,WI,Argument and Analysis,"Wilson, Marion E.",2.817,42.1%,26.3%,15.7%,5.26%,5.26%,0%,0%,0%
MCWP,125,20,WI,Argument and Analysis,"Miller, Elizabeth Deen",2.712,18.1%,38.6%,36.3%,2.27%,0%,4.54%,0%,0%
MMW,12,20,WI,Classical &amp; Medieval Tradition,"Balberg, Mira",3.52,63.9%,32.6%,2.13%,0.53%,0.53%,0%,0%,0%
MMW,12,20,WI,Classical &amp; Medieval Tradition,"Chang, Edmond Yi-Teh",3.263,44.2%,45.3%,8.33%,0.26%,1.56%,0.26%,0%,0%
MMW,12,20,WI,Classical &amp; Medieval Tradition,"Smarr, Janet L.",3.356,45.6%,48.2%,4.79%,0.63%,0%,0%,0.31%,0%
MMW,14,20,WI,"Revolution,Industry &amp; Empire","Hertz, Deborah",3.743,84.0%,13.4%,0%,0%,0%,0.84%,0%,0%
MMW,14,20,WI,"Revolution,Industry &amp; Empire","Blanco, John D",3.505,62.6%,31.3%,3.61%,1.20%,1.20%,0%,0%,0%
MMW,14,20,WI,"Revolution,Industry &amp; Empire","Chang, Edmond Yi-Teh",3.403,51.3%,40.5%,4.19%,0%,1.04%,2.09%,0%,0%
MMW,14,20,WI,"Revolution,Industry &amp; Empire","Herbst, Matthew",3.68,86.6%,6.66%,6.66%,0%,0%,0%,0%,0%
MMW,122,20,WI,Exploring the Modern World,"Zhiri, Oumelbanine",3.45,58%,34.6%,6.66%,0%,0%,0.66%,0%,0%
MMW,122,20,WI,Exploring the Modern World,"Palhegyi, Joel David",3.164,30.3%,58.2%,8.01%,0%,1.26%,1.68%,0%,0%
MMW,122,20,WI,Exploring the Modern World,"Herbst, Matthew",3.414,53.3%,33.3%,6.66%,0%,0%,6.66%,0%,0%
MUS,1B,20,WI,Fundamentals of Music B,"Tiruviluamala, Nakul Venkat",3.888,76.2%,7.92%,0%,0%,0%,0%,14.8%,0%
MUS,2BK,20,WI,Basic Keyboard,"Ohnishi, Takae",3.704,76.6%,6.66%,3.33%,0%,3.33%,0%,3.33%,0%
MUS,2B,20,WI,Basic Musicianship,"Zhou, Tiange",3.991,94.2%,0%,0%,0%,0%,0%,5.71%,0%
MUS,4,20,WI,Introduction to Western Music,"Allen, Rachel Elizabeth",3.552,51.5%,17.1%,7.29%,0%,0.52%,0.52%,21.8%,1.04%
MUS,5,20,WI,Sound in Time,"Abbasi Hafshejani, Anahita",3.769,62.5%,5.34%,0.76%,0.76%,1.52%,1.52%,25.1%,2.29%
MUS,9,20,WI,Symphony,"Schick, Steven",3.964,85.6%,1.36%,0.68%,0%,0%,0.68%,11.6%,0%
MUS,12,20,WI,Opera,"Guy, Nancy",3.194,40.8%,12.2%,10.2%,0%,6.12%,2.04%,28.5%,0%
MUS,13,20,WI,Worlds of Music,"Leslie, Matthew",3.794,74.3%,8.10%,1.35%,0%,0%,2.70%,13.5%,0%
MUS,15,20,WI,Popular Music,"Dubnov, Shlomo",3.744,60.3%,11.1%,2.06%,0%,0.41%,0.82%,22.3%,2.89%
